Division_Subdivision,Sport,Title/Position,Gender_Race/Ethnicity,2012,2013,2014,2015,2016,2017,2018,2019
Division I_Subdivision,Women's Water Polo,Student-Athlete,Female-Black,1,1,0,0,2,4,3,2
Division I_Subdivision,Women's Water Polo,Student-Athlete,Female-Other,56,68,75,79,84,80,100,100
Division I_Subdivision,Women's Water Polo,Student-Athlete,Female-White,183,172,182,176,170,158,148,149
Division II,Baseball,Assistant Coach,Female-Black,0,2,0,0,0,0,0,0
Division II,Baseball,Assistant Coach,Female-Other,0,0,0,0,3,0,0,0
Division II,Baseball,Assistant Coach,Female-White,5,6,4,8,11,6,2,1
Division II,Baseball,Assistant Coach,Male-Black,23,25,28,26,19,15,15,21
Division II,Baseball,Assistant Coach,Male-Other,56,60,61,59,77,100,102,101
Division II,Baseball,Assistant Coach,Male-White,547,521,546,567,575,587,611,618
Division II,Baseball,Head Coach,Male-Black,16,14,14,11,11,10,10,8
Division II,Baseball,Head Coach,Male-Other,14,16,15,15,19,22,20,17
Division II,Baseball,Head Coach,Male-White,220,218,223,232,231,230,234,238
Division II,Baseball,Student-Athlete,Female-Other,0,0,0,0,0,0,0,2
Division II,Baseball,Student-Athlete,Male-Black,547,499,492,520,565,583,623,621
Division II,Baseball,Student-Athlete,Male-Other,1130,1301,1333,1451,1518,1639,1736,1911
Division II,Baseball,Student-Athlete,Male-White,7412,7306,7716,8028,8196,8187,8275,8362
Division II,Men's Basketball,Assistant Coach,Female-Black,2,3,3,2,1,3,1,1
Division II,Men's Basketball,Assistant Coach,Female-Other,0,0,6,0,1,3,0,1
Division II,Men's Basketball,Assistant Coach,Female-White,8,29,8,5,7,9,10,2
Division II,Men's Basketball,Assistant Coach,Male-Black,221,201,227,240,231,226,218,265
Division II,Men's Basketball,Assistant Coach,Male-Other,37,45,43,47,54,49,66,69
Division II,Men's Basketball,Assistant Coach,Male-White,415,396,410,436,408,423,423,417
Division II,Men's Basketball,Head Coach,Male-Black,56,54,52,52,52,54,52,60
Division II,Men's Basketball,Head Coach,Male-Other,10,12,13,12,13,15,17,16
Division II,Men's Basketball,Head Coach,Male-White,222,222,232,242,245,238,238,233
Division II,Men's Basketball,Student-Athlete,Female-Other,0,0,0,0,1,0,0,0
Division II,Men's Basketball,Student-Athlete,Male-Black,2638,2505,2586,2718,2665,2677,2712,2754
Division II,Men's Basketball,Student-Athlete,Male-Other,550,597,647,709,789,777,830,927
Division II,Men's Basketball,Student-Athlete,Male-White,1608,1648,1732,1796,1773,1732,1751,1777
Division II,Men's Cross Country,Assistant Coach,Female-Black,21,25,16,14,14,9,13,16
Division II,Men's Cross Country,Assistant Coach,Female-Other,4,8,7,9,10,15,18,17
Division II,Men's Cross Country,Assistant Coach,Female-White,50,61,58,70,51,66,65,71
Division II,Men's Cross Country,Assistant Coach,Male-Black,39,29,35,41,44,42,52,47
Division II,Men's Cross Country,Assistant Coach,Male-Other,16,21,29,25,32,37,29,31
Division II,Men's Cross Country,Assistant Coach,Male-White,147,143,140,157,160,161,156,154
Division II,Men's Cross Country,Head Coach,Female-Black,5,9,9,9,9,7,9,10
Division II,Men's Cross Country,Head Coach,Female-Other,1,3,3,2,2,3,1,2
Division II,Men's Cross Country,Head Coach,Female-White,17,14,16,16,20,22,21,17
Division II,Men's Cross Country,Head Coach,Male-Black,33,30,30,32,26,30,29,33
Division II,Men's Cross Country,Head Coach,Male-Other,16,15,16,15,14,17,17,15
Division II,Men's Cross Country,Head Coach,Male-White,170,173,178,191,197,195,195,199
Division II,Men's Cross Country,Student-Athlete,Female-Black,0,0,0,0,0,0,0,5
Division II,Men's Cross Country,Student-Athlete,Female-White,2,2,1,0,0,0,0,0
Division II,Men's Cross Country,Student-Athlete,Male-Black,412,420,368,423,405,440,477,419
Division II,Men's Cross Country,Student-Athlete,Male-Other,526,575,623,686,725,785,813,865
Division II,Men's Cross Country,Student-Athlete,Male-White,2182,2160,2307,2283,2387,2290,2289,2303
Division II,Football,All Other Assistants,Female-Black,0,2,7,1,1,4,4,0
Division II,Football,All Other Assistants,Female-Other,1,0,2,0,0,0,1,0
Division II,Football,All Other Assistants,Female-White,7,1,8,10,7,9,19,3
Division II,Football,All Other Assistants,Male-Black,264,306,283,322,309,294,303,315
Division II,Football,All Other Assistants,Male-Other,37,42,44,60,69,72,69,72
Division II,Football,All Other Assistants,Male-White,493,490,501,506,516,495,530,527
Division II,Football,Defensive Coordinator,Female-White,1,0,0,0,0,0,0,0
Division II,Football,Defensive Coordinator,Male-Black,38,48,50,58,59,55,54,51
Division II,Football,Defensive Coordinator,Male-Other,2,5,4,4,6,9,10,9
Division II,Football,Defensive Coordinator,Male-White,118,114,114,121,117,125,126,120
Division II,Football,Graduate Assistant-Football,Female-Black,0,0,1,0,0,0,0,0
Division II,Football,Graduate Assistant-Football,Female-White,0,2,2,2,3,7,5,2
Division II,Football,Graduate Assistant-Football,Male-Black,54,51,46,59,58,91,79,79
Division II,Football,Graduate Assistant-Football,Male-Other,14,7,16,14,11,17,26,23
Division II,Football,Graduate Assistant-Football,Male-White,189,203,215,213,221,207,167,172
Division II,Football,Head Coach,Male-Black,29,29,30,31,28,27,25,28
Division II,Football,Head Coach,Male-Other,3,5,3,6,6,6,8,8
Division II,Football,Head Coach,Male-White,123,124,131,132,138,137,139,135
Division II,Football,Offensive Coordinator,Male-Black,30,25,23,25,26,28,28,23
Division II,Football,Offensive Coordinator,Male-Other,2,5,4,6,4,3,5,10
Division II,Football,Offensive Coordinator,Male-White,127,128,138,142,140,144,151,141
Division II,Football,Student-Athlete,Female-White,0,0,0,0,0,0,1,0
Division II,Football,Student-Athlete,Male-Black,7290,7445,7937,8697,8835,8965,8813,8678
Division II,Football,Student-Athlete,Male-Other,1441,1638,1787,1976,2229,2238,2445,2735
Division II,Football,Student-Athlete,Male-White,8216,7977,8224,8334,8170,7811,7675,7525
Division II,Men's Fencing,Assistant Coach,Female-Other,0,0,1,0,1,0,1,1
Division II,Men's Fencing,Assistant Coach,Female-White,1,1,3,2,1,1,2,3
Division II,Men's Fencing,Assistant Coach,Male-Other,3,8,3,1,6,5,6,2
Division II,Men's Fencing,Assistant Coach,Male-White,4,3,4,6,4,2,2,3
Division II,Men's Fencing,Head Coach,Female-Other,1,1,1,1,1,1,1,0
Division II,Men's Fencing,Head Coach,Male-Other,0,1,0,0,0,1,1,1
Division II,Men's Fencing,Head Coach,Male-White,1,0,1,1,2,1,0,1
Division II,Men's Fencing,Student-Athlete,Male-Black,1,1,1,2,1,0,2,0
Division II,Men's Fencing,Student-Athlete,Male-Other,8,6,10,15,19,22,22,21
Division II,Men's Fencing,Student-Athlete,Male-White,18,22,20,18,16,17,12,10
Division II,Men's Golf,Assistant Coach,Female-Black,0,0,0,0,0,0,0,1
Division II,Men's Golf,Assistant Coach,Female-Other,1,2,5,0,3,3,5,8
Division II,Men's Golf,Assistant Coach,Female-White,9,11,18,19,18,28,23,24
Division II,Men's Golf,Assistant Coach,Male-Black,2,1,1,2,4,4,2,4
Division II,Men's Golf,Assistant Coach,Male-Other,11,15,16,19,25,22,24,14
Division II,Men's Golf,Assistant Coach,Male-White,111,107,96,101,115,106,113,115
Division II,Men's Golf,Head Coach,Female-Other,0,1,1,1,1,1,2,2
Division II,Men's Golf,Head Coach,Female-White,5,5,7,4,4,4,6,7
Division II,Men's Golf,Head Coach,Male-Black,16,15,14,16,15,16,13,10
Division II,Men's Golf,Head Coach,Male-Other,10,12,12,14,16,14,13,15
Division II,Men's Golf,Head Coach,Male-White,183,181,188,193,196,192,194,194
Division II,Men's Golf,Student-Athlete,Female-Black,3,2,0,0,0,0,0,0
Division II,Men's Golf,Student-Athlete,Female-Other,2,2,0,0,0,0,0,0
Division II,Men's Golf,Student-Athlete,Female-White,4,3,2,0,0,0,0,0
Division II,Men's Golf,Student-Athlete,Male-Black,69,65,63,79,71,70,76,64
Division II,Men's Golf,Student-Athlete,Male-Other,377,405,448,500,540,594,593,607
Division II,Men's Golf,Student-Athlete,Male-White,1805,1781,1810,1789,1750,1670,1658,1675
Division II,Men's Ice Hockey,Assistant Coach,Female-White,2,0,0,0,0,0,0,2
Division II,Men's Ice Hockey,Assistant Coach,Male-Other,7,9,8,6,5,4,6,3
Division II,Men's Ice Hockey,Assistant Coach,Male-White,48,46,44,46,46,50,47,43
Division II,Men's Ice Hockey,Head Coach,Male-Other,6,4,3,0,1,0,1,0
Division II,Men's Ice Hockey,Head Coach,Male-White,20,19,20,23,22,24,21,22
Division II,Men's Ice Hockey,Student-Athlete,Male-Black,3,3,5,2,2,2,2,5
Division II,Men's Ice Hockey,Student-Athlete,Male-Other,193,185,175,194,173,183,170,165
Division II,Men's Ice Hockey,Student-Athlete,Male-White,478,458,465,460,457,467,470,472
Division II,Men's Lacrosse,Assistant Coach,Female-Other,0,0,0,0,1,0,0,0
Division II,Men's Lacrosse,Assistant Coach,Female-White,0,3,0,0,1,2,2,0
Division II,Men's Lacrosse,Assistant Coach,Male-Black,0,1,2,4,3,4,4,5
Division II,Men's Lacrosse,Assistant Coach,Male-Other,5,8,9,8,9,5,8,11
Division II,Men's Lacrosse,Assistant Coach,Male-White,98,87,102,121,118,126,132,133
Division II,Men's Lacrosse,Head Coach,Male-Black,0,0,2,3,3,5,5,5
Division II,Men's Lacrosse,Head Coach,Male-Other,2,4,3,5,3,2,3,1
Division II,Men's Lacrosse,Head Coach,Male-White,44,42,49,54,58,59,64,67
Division II,Men's Lacrosse,Student-Athlete,Male-Black,55,59,84,101,112,112,144,150
Division II,Men's Lacrosse,Student-Athlete,Male-Other,242,278,313,383,373,409,391,440
Division II,Men's Lacrosse,Student-Athlete,Male-White,1441,1478,1724,1882,1995,2085,2189,2276
Division II,Men's Rifle,Assistant Coach,Female-White,1,2,1,2,0,0,0,1
Division II,Men's Rifle,Assistant Coach,Male-White,1,2,3,2,4,4,2,1
Division II,Men's Rifle,Head Coach,Female-White,1,1,1,1,1,1,1,1
Division II,Men's Rifle,Head Coach,Male-White,3,3,3,3,2,2,1,1
Division II,Men's Rifle,Student-Athlete,Female-Other,2,1,0,0,0,0,1,2
Division II,Men's Rifle,Student-Athlete,Female-White,6,11,14,11,8,7,8,5
Division II,Men's Rifle,Student-Athlete,Male-Black,0,1,0,1,1,2,1,0
Division II,Men's Rifle,Student-Athlete,Male-Other,4,6,9,7,3,2,1,2
Division II,Men's Rifle,Student-Athlete,Male-White,26,38,30,25,17,20,12,10
Division II,Men's Skiing,Assistant Coach,Female-Other,1,0,0,0,0,1,2,1
Division II,Men's Skiing,Assistant Coach,Female-White,4,3,4,4,3,2,1,3
Division II,Men's Skiing,Assistant Coach,Male-Other,0,0,0,1,0,0,0,1
Division II,Men's Skiing,Assistant Coach,Male-White,5,6,6,4,5,6,7,7
Division II,Men's Skiing,Head Coach,Female-White,1,1,1,1,0,0,0,0
Division II,Men's Skiing,Head Coach,Male-White,5,5,5,5,5,5,5,6
Division II,Men's Skiing,Student-Athlete,Male-Other,19,19,23,23,19,18,21,25
Division II,Men's Skiing,Student-Athlete,Male-White,58,59,55,42,45,46,43,49
Division II,Men's Soccer,Assistant Coach,Female-Black,0,1,0,0,0,0,0,1
Division II,Men's Soccer,Assistant Coach,Female-Other,3,1,2,4,0,4,3,4
Division II,Men's Soccer,Assistant Coach,Female-White,10,3,2,5,5,0,1,3
Division II,Men's Soccer,Assistant Coach,Male-Black,16,18,11,20,26,32,28,30
Division II,Men's Soccer,Assistant Coach,Male-Other,100,76,92,89,128,125,142,134
Division II,Men's Soccer,Assistant Coach,Male-White,209,207,228,234,217,247,260,240
Division II,Men's Soccer,Head Coach,Male-Black,12,11,7,8,7,8,7,5
Division II,Men's Soccer,Head Coach,Male-Other,33,33,27,29,37,35,29,35
Division II,Men's Soccer,Head Coach,Male-White,139,143,158,165,161,167,176,175
Division II,Men's Soccer,Student-Athlete,Male-Black,389,362,351,381,417,484,455,476
Division II,Men's Soccer,Student-Athlete,Male-Other,1755,1905,2143,2475,2709,2840,3036,3273
Division II,Men's Soccer,Student-Athlete,Male-White,3157,3130,3055,3268,3113,3104,3026,3002
Division II,Men's Swimming,Assistant Coach,Female-Other,2,4,5,2,1,4,9,12
Division II,Men's Swimming,Assistant Coach,Female-White,34,29,36,37,30,29,39,43
Division II,Men's Swimming,Assistant Coach,Male-Black,1,3,2,1,0,4,3,2
Division II,Men's Swimming,Assistant Coach,Male-Other,16,16,13,11,20,16,17,18
Division II,Men's Swimming,Assistant Coach,Male-White,58,49,61,56,68,70,66,66
Division II,Men's Swimming,Head Coach,Female-Black,0,0,0,1,0,0,0,0
Division II,Men's Swimming,Head Coach,Female-Other,1,1,1,0,0,1,0,1
Division II,Men's Swimming,Head Coach,Female-White,9,10,8,10,10,8,10,11
Division II,Men's Swimming,Head Coach,Male-Black,0,0,0,0,1,1,0,0
Division II,Men's Swimming,Head Coach,Male-Other,3,3,4,3,4,3,4,5
Division II,Men's Swimming,Head Coach,Male-White,50,51,56,56,57,60,59,58
Division II,Men's Swimming,Student-Athlete,Male-Black,24,23,35,44,40,40,34,33
Division II,Men's Swimming,Student-Athlete,Male-Other,271,321,345,383,387,422,470,476
Division II,Men's Swimming,Student-Athlete,Male-White,960,938,1008,1011,1015,990,979,1097
Division II,Men's Tennis,Assistant Coach,Female-Black,1,1,1,1,1,0,0,0
Division II,Men's Tennis,Assistant Coach,Female-Other,10,8,14,9,15,18,9,8
Division II,Men's Tennis,Assistant Coach,Female-White,14,9,18,12,16,16,24,17
Division II,Men's Tennis,Assistant Coach,Male-Black,2,5,3,4,6,6,6,3
Division II,Men's Tennis,Assistant Coach,Male-Other,35,32,31,44,42,34,36,49
Division II,Men's Tennis,Assistant Coach,Male-White,58,62,65,63,58,65,66,66
Division II,Men's Tennis,Head Coach,Female-Black,0,0,2,1,1,0,0,1
Division II,Men's Tennis,Head Coach,Female-Other,2,3,4,5,7,6,6,5
Division II,Men's Tennis,Head Coach,Female-White,12,8,7,9,8,7,8,7
Division II,Men's Tennis,Head Coach,Male-Black,16,14,13,13,12,12,12,12
Division II,Men's Tennis,Head Coach,Male-Other,15,17,14,18,15,17,18,14
Division II,Men's Tennis,Head Coach,Male-White,122,120,125,122,126,118,117,124
Division II,Men's Tennis,Student-Athlete,Male-Black,133,128,106,85,87,79,64,80
Division II,Men's Tennis,Student-Athlete,Male-Other,736,759,805,851,876,881,926,953
Division II,Men's Tennis,Student-Athlete,Male-White,802,711,678,713,692,637,583,552
Division II,"Men's Track, Indoor",Assistant Coach,Female-Black,24,30,22,28,27,34,30,39
Division II,"Men's Track, Indoor",Assistant Coach,Female-Other,5,7,12,9,15,12,17,20
Division II,"Men's Track, Indoor",Assistant Coach,Female-White,61,79,70,78,77,82,101,85
Division II,"Men's Track, Indoor",Assistant Coach,Male-Black,55,45,65,66,67,77,81,85
Division II,"Men's Track, Indoor",Assistant Coach,Male-Other,12,11,22,19,26,31,33,31
Division II,"Men's Track, Indoor",Assistant Coach,Male-White,209,233,240,260,267,303,293,314
Division II,"Men's Track, Indoor",Head Coach,Female-Black,3,2,3,3,5,5,3,4
Division II,"Men's Track, Indoor",Head Coach,Female-Other,0,3,2,2,2,3,1,2
Division II,"Men's Track, Indoor",Head Coach,Female-White,7,3,4,6,9,9,10,8
Division II,"Men's Track, Indoor",Head Coach,Male-Black,24,17,17,17,18,14,20,26
Division II,"Men's Track, Indoor",Head Coach,Male-Other,0,3,3,5,6,7,9,6
Division II,"Men's Track, Indoor",Head Coach,Male-White,92,105,115,123,126,135,130,129
Division II,"Men's Track, Indoor",Student-Athlete,Female-Black,0,4,14,12,4,0,0,0
Division II,"Men's Track, Indoor",Student-Athlete,Female-Other,0,0,0,7,6,0,0,0
Division II,"Men's Track, Indoor",Student-Athlete,Female-White,0,8,0,0,4,0,0,0
Division II,"Men's Track, Indoor",Student-Athlete,Male-Black,1018,1072,1165,1299,1368,1461,1522,1580
Division II,"Men's Track, Indoor",Student-Athlete,Male-Other,469,559,709,779,862,1058,1093,1176
Division II,"Men's Track, Indoor",Student-Athlete,Male-White,2763,2848,3240,3344,3336,3417,3501,3501
Division II,"Men's Track, Outdoor",Assistant Coach,Female-Black,33,35,25,33,35,40,35,42
Division II,"Men's Track, Outdoor",Assistant Coach,Female-Other,12,17,16,11,13,17,21,33
Division II,"Men's Track, Outdoor",Assistant Coach,Female-White,78,88,79,86,87,97,113,100
Division II,"Men's Track, Outdoor",Assistant Coach,Male-Black,80,75,91,94,99,100,104,113
Division II,"Men's Track, Outdoor",Assistant Coach,Male-Other,38,35,47,42,54,55,52,60
Division II,"Men's Track, Outdoor",Assistant Coach,Male-White,239,258,266,296,358,335,329,359
Division II,"Men's Track, Outdoor",Head Coach,Female-Black,10,7,6,8,9,6,6,7
Division II,"Men's Track, Outdoor",Head Coach,Female-Other,0,2,3,3,3,3,2,3
Division II,"Men's Track, Outdoor",Head Coach,Female-White,8,4,7,9,11,10,12,14
Division II,"Men's Track, Outdoor",Head Coach,Male-Black,33,26,27,26,25,26,31,33
Division II,"Men's Track, Outdoor",Head Coach,Male-Other,3,8,8,8,9,10,11,7
Division II,"Men's Track, Outdoor",Head Coach,Male-White,117,124,130,147,153,156,155,160
Division II,"Men's Track, Outdoor",Student-Athlete,Female-Black,0,0,0,0,0,8,0,0
Division II,"Men's Track, Outdoor",Student-Athlete,Female-Other,0,0,0,0,0,3,0,0
Division II,"Men's Track, Outdoor",Student-Athlete,Female-White,0,0,0,0,0,6,0,0
Division II,"Men's Track, Outdoor",Student-Athlete,Male-Black,1514,1540,1510,1767,1786,1806,1878,1985
Division II,"Men's Track, Outdoor",Student-Athlete,Male-Other,763,829,1014,1178,1278,1433,1515,1582
Division II,"Men's Track, Outdoor",Student-Athlete,Male-White,3341,3292,3591,3831,3789,3851,3862,3925
Division II,Men's Volleyball,Assistant Coach,Female-Black,0,1,1,0,0,2,1,1
Division II,Men's Volleyball,Assistant Coach,Female-Other,1,0,1,0,0,0,1,0
Division II,Men's Volleyball,Assistant Coach,Female-White,3,2,1,4,6,4,5,4
Division II,Men's Volleyball,Assistant Coach,Male-Black,0,0,0,0,0,1,1,1
Division II,Men's Volleyball,Assistant Coach,Male-Other,3,5,5,7,6,4,6,4
Division II,Men's Volleyball,Assistant Coach,Male-White,17,16,18,18,17,15,15,17
Division II,Men's Volleyball,Head Coach,Female-Black,0,0,0,0,0,0,0,1
Division II,Men's Volleyball,Head Coach,Female-Other,0,0,2,1,1,1,1,0
Division II,Men's Volleyball,Head Coach,Female-White,0,1,2,2,0,1,2,0
Division II,Men's Volleyball,Head Coach,Male-Black,1,0,1,1,0,0,0,0
Division II,Men's Volleyball,Head Coach,Male-Other,4,5,3,3,5,5,3,5
Division II,Men's Volleyball,Head Coach,Male-White,9,10,12,15,16,17,15,18
Division II,Men's Volleyball,Student-Athlete,Male-Black,10,5,17,15,21,26,21,29
Division II,Men's Volleyball,Student-Athlete,Male-Other,96,127,116,143,162,141,124,159
Division II,Men's Volleyball,Student-Athlete,Male-White,145,138,203,222,235,230,210,232
Division II,Men's Water Polo,Assistant Coach,Female-White,0,2,0,0,1,3,6,1
Division II,Men's Water Polo,Assistant Coach,Male-Other,0,4,2,1,3,1,2,3
Division II,Men's Water Polo,Assistant Coach,Male-White,4,5,5,4,5,6,8,10
Division II,Men's Water Polo,Head Coach,Female-White,0,0,0,0,0,0,0,1
Division II,Men's Water Polo,Head Coach,Male-Other,0,0,0,0,0,1,1,0
Division II,Men's Water Polo,Head Coach,Male-White,4,5,6,5,6,5,7,7
Division II,Men's Water Polo,Student-Athlete,Male-Black,4,3,3,3,5,2,4,5
Division II,Men's Water Polo,Student-Athlete,Male-Other,24,28,47,46,43,37,47,56
Division II,Men's Water Polo,Student-Athlete,Male-White,55,64,72,59,77,91,122,117
Division II,Men's Wrestling,Assistant Coach,Female-Other,0,0,0,0,0,0,1,0
Division II,Men's Wrestling,Assistant Coach,Female-White,0,0,1,5,0,5,1,1
Division II,Men's Wrestling,Assistant Coach,Male-Black,18,12,13,14,10,10,10,13
Division II,Men's Wrestling,Assistant Coach,Male-Other,5,8,9,10,12,12,10,10
Division II,Men's Wrestling,Assistant Coach,Male-White,85,99,102,101,92,99,128,121
Division II,Men's Wrestling,Head Coach,Male-Black,2,2,2,4,3,2,2,2
Division II,Men's Wrestling,Head Coach,Male-Other,2,2,3,2,3,3,4,3
Division II,Men's Wrestling,Head Coach,Male-White,49,51,56,57,58,58,56,60
Division II,Men's Wrestling,Student-Athlete,Female-White,1,0,0,1,0,0,0,0
Division II,Men's Wrestling,Student-Athlete,Male-Black,137,144,185,208,209,204,177,184
Division II,Men's Wrestling,Student-Athlete,Male-Other,204,284,319,345,353,354,377,381
Division II,Men's Wrestling,Student-Athlete,Male-White,1319,1350,1459,1491,1476,1412,1399,1401
